\\vanilla roadsTXT. Please ONLY use the roads you need for custom paths, because otherwise load times will be significantly increased and interactions between mods may cause errors and strange behaviour!
\\see here for node positions: https://docs.google.com/spreadsheets/d/1rKWC1aZMPbMLxb9Mx5QbHE-SLYjG2CAybgqgQ87b2eo/view
\\node_from-node_to|(x1,y1),(x2,y2),(x3,y3),(x4,y4),... [etc]
oh3_34-oh3_26|(4.228056,3.642406),(4.889478,3.297503),(4.862143,2.41367),(4.436263,1.596673)
oh4_0-oh4_31|(-7.864603,0.1935708),(-6.529005,0.3153754)
oh4_31-oh4_1|(-6.75225,0.2314701),(-6.233706,0.8835088),(-5.697893,1.828919)
oh4_31-oh4_2|(-6.811069,0.2820026),(-4.771601,1.011696)
oh4_31-oh4_3|(-6.666876,0.3574748),(-6.496016,-0.3080617),(-6.304936,-1.275858)
oh4_1-oh4_4|(-5.742902,1.697768),(-5.195861,2.412502),(-4.786251,2.971539)
oh4_2-oh4_5|(-4.88049,1.042414),(-4.192783,0.8292726),(-3.57393,0.5299253)
oh4_3-oh4_6|(-6.452072,-1.235374),(-5.481816,-1.18038),(-4.276666,-1.334579)
oh4_3-oh4_7|(-6.384419,-1.17699),(-5.883482,-2.303557),(-4.767222,-2.831494)
oh4_4-oh4_8|(-4.907239,2.938007),(-3.978324,3.023308),(-2.841726,2.940351)
oh4_5-oh4_9|(-3.709467,0.4949533),(-3.244942,1.105232),(-2.640247,1.570297)
oh4_5-oh4_10|(-3.725585,0.5755447),(-2.841985,0.3476725),(-1.657032,-0.1946555)
oh4_6-oh4_11|(-4.58884,-1.27776),(-3.699333,-1.653861),(-2.665647,-2.054289)
oh4_7-oh4_11|(-4.951501,-2.712284),(-3.763806,-3.467164),(-3.165952,-3.23345),(-2.762676,-2.005934)
oh4_8-oh4_13|(-3.02567,2.98964),(-2.105361,2.680413),(-0.8375616,2.513149)
oh4_9-oh4_13|(-2.779551,1.499971),(-1.920001,2.115915),(-0.8053373,2.52154)
oh4_10-oh4_15|(-1.859842,-0.1321892),(-0.9484771,-0.5784445),(0.4770741,-0.2246335)
oh4_11-oh4_12|(-2.899403,-2.027858),(-1.926887,-2.168361),(-1.072075,-2.405673)
oh4_11-oh4_10|(-2.827658,-2.045794),(-2.186963,-1.119089),(-1.807462,-0.1098298)
oh4_12-oh4_15|(-1.271694,-2.435622),(-0.1971827,-1.639271),(0.3882287,-0.2305201)
oh4_12-oh4_16|(-1.240716,-2.358177),(-0.1274821,-2.615079),(1.315773,-2.689432)
oh4_13-oh4_14|(-0.9121162,2.500275),(-0.9192029,1.875603),(-0.4292808,1.236166)
oh4_13-oh4_17|(-1.10576,2.510467),(-0.05290216,2.874589),(0.9058411,3.417204)
oh4_13-oh4_19|(-1.047072,2.549592),(-0.02681869,2.268175),(0.808028,1.969496)
oh4_14-oh4_15|(-0.6288693,1.333706),(-0.1971976,0.6418308),(0.4053142,-0.276408)
oh4_15-oh4_21|(0.3300227,-0.2530322),(1.210116,0.1477323),(2.014883,0.7786859)
oh4_15-oh4_23|(0.271335,-0.2073863),(1.425304,-0.5043528),(2.719135,-1.340591)
oh4_16-oh4_24|(1.092249,-2.685616),(2.362385,-2.703782),(3.811105,-2.525494)
oh4_17-oh4_18|(0.7452646,3.394145),(1.722241,3.365756),(2.709808,3.388319)
oh4_17-oh4_20|(0.7607536,3.425123),(1.427951,2.606798),(2.411847,1.766055)
oh4_18-oh4_25|(2.559377,3.430002),(3.255121,2.779671),(4.487289,2.27197)
oh4_19-oh4_20|(0.5594945,2.013045),(1.398728,1.829054),(2.496375,1.832534)
oh4_20-oh4_25|(2.270801,1.80066),(3.255121,2.187826),(4.487289,2.27197)
oh4_21-oh4_20|(1.848433,0.7047868),(2.159247,1.422998),(2.421112,1.838187)
oh4_21-oh4_22|(1.825603,0.7618632),(2.661523,0.7494919),(3.619723,0.6281599)
oh4_22-oh4_27|(3.304136,0.6293708),(4.251431,0.7393003),(5.423656,0.7606521)
oh4_23-oh4_24|(2.505062,-1.288407),(3.178388,-1.749245),(3.745601,-2.59546)
oh4_24-oh4_26|(3.536391,-2.570843),(4.43392,-2.565341),(5.288111,-2.478875)
oh4_25-oh4_27|(4.30043,2.305757),(4.779262,1.526838),(5.389223,0.7314255)
oh4_26-oh4_28|(5.081616,-2.503329),(5.909335,-2.08549),(6.184177,-0.9807825)
oh4_27-oh4_29|(5.190875,0.8016713),(6.451548,0.4648076),(7.232673,-0.06364888)
oh4_28-oh4_29|(6.090746,-1.043719),(6.682673,-0.3759564),(7.185063,0.01823521)
oh4_29-oh4_30|(7.017892,-0.02427828),(7.794212,0.326239),(8.649495,1.182953)
oh5_31-oh5_1|(-6.777983,0.2951842),(-5.873727,2.071424)
oh5_31-oh5_2|(-6.874864,0.3267048),(-4.812104,0.7988856)
oh5_31-oh5_3|(-6.774645,0.3856193),(-4.913507,-0.4987336)
oh5_31-oh5_4|(-6.74042,0.3807302),(-6.274986,-1.61528)
oh5_1-oh5_5|(-6.008641,1.987085),(-5.053301,2.746985)
oh5_2-oh5_7|(-5.031265,0.762612),(-3.116983,1.4217)
oh5_2-oh5_8|(-4.953038,0.8044103),(-3.86964,0.2072477),(-3.186788,-1.100792)
oh5_3-oh5_8|(-5.029871,-0.412886),(-3.129531,-1.114443)
oh5_4-oh5_9|(-6.356931,-1.525762),(-4.694715,-2.790948)
oh5_4-oh5_27|(-6.317817,-1.564876),(-6.372263,-3.093867)
oh5_5-oh5_6|(-5.087432,2.703005),(-3.176264,3.775903)
oh5_6-oh5_11|(-5.393589,3.716491),(-2.616735,3.12136)
oh5_6-oh5_12|(-5.435889,3.77994),(-4.351002,2.973313),(-3.490918,2.155528)
oh5_7-oh5_12|(-5.372475,1.330576),(-3.52465,2.202888)
oh5_7-oh5_14|(-5.372475,1.351197),(-3.366319,0.1330815)
oh5_8-oh5_16|(-5.414704,-1.100931),(-2.985414,-1.926963)
oh5_9-oh5_10|(-7.013984,-2.774151),(-5.170639,-2.72934)
oh5_10-oh5_16|(-5.437796,-2.708153),(-4.06239,-2.380702),(-2.99404,-1.856153)
oh5_10-oh5_17|(-5.367142,-2.699735),(-3.533087,-3.510088)
oh5_11-oh5_13|(-2.77328,3.150467),(-1.678716,2.526036),(-1.213098,2.108794)
oh5_11-oh5_28|(-2.77328,3.150467),(-1.454254,3.404032),(-0.4955839,3.374219)
oh5_12-oh5_11|(-3.587678,2.181333),(-2.584161,3.221452)
oh5_12-oh5_15|(-3.638682,2.26943),(-2.537293,1.136241),(-1.874246,-0.07857481)
oh5_13-oh5_19|(-1.483239,2.212443),(-0.2798889,1.704497),(0.6873045,1.625873)
oh5_14-oh5_15|(-3.55551,0.1762054),(-1.833578,-0.1025563)
oh5_15-oh5_19|(-2.018629,-0.06023791),(-0.6515336,0.7584743),(0.6765189,1.653536)
oh5_15-oh5_21|(-2.018629,-0.06023791),(0.6651244,-0.2835451)
oh5_16-oh5_15|(-3.108895,-1.886106),(-2.41403,-1.001531),(-1.934639,-0.08504811)
oh5_16-oh5_18|(-3.162961,-1.824317),(-2.444657,-2.357252),(-1.465559,-3.180209)
oh5_17-oh5_18|(-3.688173,-3.45607),(-1.326532,-3.127367)
oh5_18-oh5_30|(-1.681488,-3.152307),(-0.1948793,-2.656553),(0.7490654,-2.214512)
oh5_18-oh5_29|(-1.62229,-3.096492),(-0.1430001,-3.446086),(1.580179,-3.387053)
oh5_19-oh5_20|(0.5194442,1.6448),(1.967826,1.094337)
oh5_20-oh5_23|(1.815622,1.168181),(3.497968,0.4740212)
oh5_21-oh5_20|(0.3883309,-0.314146),(1.944109,1.172012)
oh5_21-oh5_22|(0.4727502,-0.1993955),(1.401335,-1.238779),(2.657426,-1.729518)
oh5_22-oh5_24|(2.392407,-1.7592),(3.821784,-0.9688938)
oh5_23-oh5_25|(3.240636,0.5204475),(5.062951,-0.09689602)
oh5_24-oh5_25|(3.712287,-1.049489),(4.456206,-0.4427468),(5.069358,-0.03393296)
oh5_25-oh5_26|(4.910841,-0.08570907),(5.666009,0.2185313),(6.550121,1.095695)
oh5_27-oh5_9|(-6.513252,-3.053075),(-4.636608,-2.754582)
oh5_28-oh5_19|(-0.5496932,3.459249),(-0.2921627,2.400344),(0.6053448,1.596038)
oh5_29-oh5_22|(1.456827,-3.469956),(2.331353,-2.543976),(2.568223,-1.675716)
oh5_30-oh5_22|(0.5967305,-2.242465),(1.658973,-2.05306),(2.62672,-1.701715)
oh5_0-oh5_31|(-7.927338,0.1774791),(-6.625277,0.3700776)
oh6_0-oh6_32|(-7.859009,0.2348849),(-6.468558,0.3321385)
oh6_32-oh6_1|(-6.619223,0.2527842),(-5.571475,1.956507)
oh6_32-oh6_2|(-6.684317,0.3192354),(-4.305135,0.06827161)
oh6_32-oh6_3|(-6.59246,0.3527279),(-5.886792,-1.297042)
oh6_1-oh6_4|(-5.705637,1.926579),(-4.056628,2.033111)
oh6_2-oh6_5|(-4.523385,0.07669464),(-2.677936,0.6488891)
oh6_2-oh6_6|(-4.460894,0.1185004),(-3.716214,-0.4155625),(-2.623012,-0.5830573)
oh6_3-oh6_7|(-5.936626,-1.186416),(-5.343513,-2.053709),(-4.475244,-2.382792)
oh6_4-oh6_10|(-4.213,2.045229),(-3.240709,2.269359),(-2.338963,2.67966)
oh6_5-oh6_11|(-2.889853,0.6613885),(-1.712814,1.101485),(-1.049487,1.658127)
oh6_5-oh6_12|(-2.889853,0.6613885),(-1.826055,0.4399289),(-1.007767,-0.153728)
oh6_6-oh6_12|(-2.89702,-0.5784391),(-1.826055,-0.4415672),(-0.9791005,-0.07489504)
oh6_7-oh6_8|(-4.718557,-2.347179),(-3.475999,-2.909883)
oh6_7-oh6_9|(-4.718557,-2.347179),(-4.888351,-3.332269),(-4.518764,-4.031845)
oh6_8-oh6_14|(-3.650705,-2.82178),(-2.828152,-3.22377),(-1.282848,-3.244439)
oh6_9-oh6_14|(-4.627845,-3.933038),(-3.450839,-4.229649),(-1.359487,-3.158221)
oh6_10-oh6_11|(-2.508042,2.688637),(-1.916133,2.013462),(-1.088403,1.55864)
oh6_10-oh6_16|(-2.613186,2.585941),(-1.561994,2.872746),(-0.1422286,3.073893)
oh6_11-oh6_16|(-1.287872,1.524498),(-0.5968772,2.291746),(-0.2763631,3.137033)
oh6_11-oh6_17|(-1.194706,1.639164),(-0.1525459,0.7724196),(1.214297,0.9727092)
oh6_12-oh6_13|(-1.114521,-0.04961789),(-0.462355,-0.667774),(0.3602286,-1.137342)
oh6_12-oh6_17|(-1.215842,-0.1211386),(0.1153971,0.2785679),(1.256163,0.9810824)
oh6_13-oh6_18|(0.1349106,-1.117438),(1.188335,-0.9093276),(2.396606,-0.5139258)
oh6_13-oh6_19|(0.1349106,-1.090546),(1.006319,-1.599073),(2.214143,-2.726301)
oh6_14-oh6_13|(-1.422508,-3.183851),(-0.6227664,-1.941857),(0.2550286,-1.07629)
oh6_14-oh6_15|(-1.422508,-3.183851),(-0.5511,-3.231851),(0.4055279,-3.211947)
oh6_15-oh6_19|(0.1684031,-3.242463),(1.232395,-2.963908),(2.256009,-2.701181)
oh6_16-oh6_20|(-0.4121658,3.093323),(1.043415,2.997259),(2.112907,2.927032)
oh6_17-oh6_18|(0.9927704,0.9357526),(1.661604,0.4586397),(2.370456,-0.6832565)
oh6_17-oh6_20|(1.043996,0.8928998),(1.75206,1.990317),(2.015887,2.988146)
oh6_18-oh6_22|(2.132487,-0.5539196),(3.175888,-0.2291142),(3.904208,0.3336334)
oh6_18-oh6_23|(2.144343,-0.5184767),(3.353253,-0.9196407),(4.202255,-1.288756)
oh6_19-oh6_24|(2.177481,-2.688481),(3.758606,-2.648593),(5.34386,-2.074644)
oh6_19-oh6_31|(2.120141,-2.719495),(3.081218,-3.503752),(4.563062,-3.478608)
oh6_20-oh6_30|(1.845661,2.949407),(2.733456,2.867213),(3.541221,2.607332)
oh6_21-oh6_25|(3.857541,1.607234),(4.81708,1.306452),(5.665174,1.521499)
oh6_22-oh6_26|(3.750821,0.3149049),(4.641098,0.1407701),(5.55993,0.1806926)
oh6_23-oh6_24|(3.991968,-1.234689),(4.538289,-1.632039),(5.320027,-2.102528)
oh6_24-oh6_27|(5.210138,-2.132288),(5.745773,-1.621354),(6.163215,-1.087386)
oh6_25-oh6_28|(5.475555,1.555105),(6.257648,1.203436),(7.167552,-0.04210651)
oh6_26-oh6_28|(5.267013,0.133231),(6.333481,0.2176039),(7.221735,-0.01941758)
oh6_27-oh6_28|(6.082221,-1.174893),(6.883272,-0.3416665),(7.140501,0.01742822)
oh6_28-oh6_29|(7.015574,0.0006479621),(7.712547,0.2127801),(8.653487,1.13918)
oh6_30-oh6_21|(3.313402,2.677573),(3.967985,2.364832),(4.080934,1.497581)
oh6_31-oh6_24|(4.370836,-3.545215),(4.798082,-2.887038),(5.374018,-2.07118)
oh7_31-oh7_1|(-6.709954,0.2635505),(-6.268536,1.025214),(-6.104275,1.939499)
oh7_31-oh7_2|(-6.811904,0.3249528),(-5.810173,0.2212664),(-4.753677,0.02633759)
oh7_31-oh7_3|(-6.751916,0.3341148),(-6.623685,-0.4520974),(-6.442172,-1.511234)
oh7_0-oh7_31|(-7.937691,0.2111824),(-6.639592,0.3291582)
oh7_1-oh7_29|(-6.206667,1.818388),(-5.710276,2.493275),(-5.233097,2.902171)
oh7_1-oh7_5|(-6.178894,1.951288),(-4.824091,1.606145),(-3.372815,0.8661253)
oh7_2-oh7_5|(-4.976936,-0.008465707),(-4.147027,0.5894333),(-3.365698,0.9416058)
oh7_2-oh7_6|(-4.934205,0.06701139),(-4.291206,-0.5773342),(-3.353578,-1.103812)
oh7_3-oh7_6|(-6.574328,-1.442489),(-5.009275,-1.516483),(-3.40612,-1.070008)
oh7_3-oh7_30|(-6.522823,-1.390019),(-6.111114,-1.928242),(-5.538199,-2.512475)
oh7_4-oh7_8|(-3.519372,3.495359),(-2.339552,3.233193),(-0.8956599,3.190382)
oh7_4-oh7_9|(-3.519372,3.495359),(-3.156336,2.592453),(-2.423577,1.944109)
oh7_5-oh7_9|(-3.541117,0.8426489),(-2.808534,1.527406),(-2.494101,2.033981)
oh7_6-oh7_10|(-3.604726,-1.076231),(-2.467673,-0.8519003),(-1.402077,-0.5775547)
oh7_7-oh7_10|(-3.188596,-3.2945),(-2.227904,-2.226029),(-1.396258,-0.5775547)
oh7_7-oh7_11|(-3.188596,-3.2945),(-2.145239,-2.903884),(-0.8711132,-2.838893)
oh7_8-oh7_12|(-1.094023,3.146931),(-0.1231588,3.656896),(0.7806526,4.030507)
oh7_8-oh7_13|(-1.103203,3.183654),(-0.4169407,2.963754),(0.6429424,2.915054)
oh7_9-oh7_8|(-2.582502,1.915708),(-1.862086,2.587007),(-0.9220783,3.212656)
oh7_9-oh7_14|(-2.582502,2.028944),(-1.607307,1.407472),(-0.5257546,0.9007682)
oh7_10-oh7_14|(-1.502735,-0.6493492),(-0.910241,0.3794763),(-0.6098791,1.011812)
oh7_10-oh7_16|(-1.607418,-0.614455),(-0.7183226,-0.6266408),(0.3298085,-0.6587431)
oh7_10-oh7_17|(-1.474298,-0.5501902),(-0.7963585,-1.260108),(0.6050705,-2.718463)
oh7_11-oh7_17|(-1.160174,-2.856525),(-0.3169075,-2.624069),(0.6546692,-2.67713)
oh7_12-oh7_20|(0.5562796,4.067286),(1.829457,3.416929),(3.126613,2.354881)
oh7_13-oh7_20|(0.3309653,2.933675),(1.723841,2.69874),(3.126613,2.354881)
oh7_14-oh7_15|(-0.7675498,0.9287592),(0.3151506,1.204725),(1.40162,1.538472)
oh7_15-oh7_20|(1.105483,1.448009),(2.244881,1.734113),(3.105489,2.41825)
oh7_16-oh7_21|(0.05189383,-0.6686614),(1.314685,-0.6200987),(2.42208,-0.4957304)
oh7_17-oh7_18|(0.3415873,-2.662236),(1.273889,-2.600792),(2.309885,-2.559962)
oh7_17-oh7_19|(0.3627105,-2.648142),(0.9189109,-2.031804),(1.516655,-1.566087)
oh7_18-oh7_24|(2.022306,-2.613798),(3.214235,-2.120242),(4.266902,-1.387772)
oh7_19-oh7_21|(1.43201,-1.676834),(1.780243,-1.034714),(2.35099,-0.4559823)
oh7_20-oh7_22|(2.856284,2.391044),(4.111374,2.299229),(5.246368,1.947732)
oh7_20-oh7_23|(2.98489,2.44463),(3.329021,1.870543),(3.971027,1.229682)
oh7_21-oh7_24|(2.256124,-0.4597193),(3.14683,-1.108827),(4.324693,-1.460324)
oh7_22-oh7_25|(5.132542,2.020154),(5.399534,1.444332),(5.666352,0.791822)
oh7_23-oh7_25|(3.771681,1.354201),(4.79728,1.010014),(5.677933,0.8207765)
oh7_24-oh7_26|(4.101347,-1.4562),(4.731346,-0.9514977),(5.513101,-0.8193114)
oh7_25-oh7_27|(5.523432,0.8640445),(6.46351,0.3856553),(7.278102,-0.120053)
oh7_26-oh7_27|(5.291895,-0.861961),(6.434328,-0.2959349),(7.21222,-0.1050948)
oh7_27-oh7_28|(6.987864,-0.127777),(7.838689,0.334524),(8.713415,1.100744)
oh7_29-oh7_4|(-5.350329,2.79993),(-4.469552,3.197825),(-3.387605,3.507842)
oh7_30-oh7_7|(-5.688318,-2.387722),(-4.78223,-3.02472),(-2.963859,-3.257365)
oh8_0-oh8_31|(-7.900737,0.03400202),(-6.602408,0.1684046)
oh8_31-oh8_1|(-6.742857,0.1096424),(-5.566717,1.623026)
oh8_31-oh8_2|(-6.743059,0.1863942),(-4.560423,-0.2956755)
oh8_31-oh8_3|(-6.718573,0.216295),(-6.376574,-0.6530426),(-5.911739,-1.650467)
oh8_1-oh8_4|(-5.645733,1.495107),(-4.437419,2.819882)
oh8_2-oh8_5|(-4.851007,-0.2787665),(-3.90675,-0.1061061),(-3.475617,0.1737908)
oh8_3-oh8_6|(-5.995421,-1.566861),(-5.421907,-2.049668),(-4.379809,-2.24946)
oh8_4-oh8_7|(-4.63599,2.742631),(-3.677855,3.20091),(-2.629011,3.511437)
oh8_4-oh8_8|(-4.626358,2.802056),(-3.601175,2.290334),(-2.16893,1.868349)
oh8_5-oh8_32|(-3.733243,0.0974032),(-3.029366,0.5503087),(-2.674816,0.8645099)
oh8_32-oh8_8|(-2.757684,0.7097976),(-2.459697,1.298),(-2.29741,1.954002)
oh8_32-oh8_9|(-2.729133,0.8311057),(-2.645768,-0.1258215),(-1.326675,-0.6013151)
oh8_6-oh8_10|(-4.652521,-2.189597),(-3.516187,-2.259588),(-2.747204,-2.224401)
oh8_6-oh8_11|(-4.537456,-2.189597),(-3.940083,-3.315098),(-2.577099,-3.752289)
oh8_7-oh8_12|(-2.810517,3.548167),(-1.775784,3.035241),(-0.5155215,2.452503)
oh8_8-oh8_12|(-2.460769,1.895893),(-1.411761,2.185853),(-0.4869707,2.538156)
oh8_9-oh8_13|(-1.550201,-0.5194868),(-1.018779,-0.689626),(0.1072949,-0.8549089)
oh8_9-oh8_14|(-1.502276,-0.5194868),(-0.9792527,-1.571643),(-0.3240224,-2.666442)
oh8_9-oh8_30|(-1.647876,-0.6253777),(-0.2471311,0.1678219),(0.4637587,1.00983)
oh8_10-oh8_9|(-3.0071,-2.225593),(-1.699741,-1.450182),(-1.449648,-0.595248)
oh8_10-oh8_14|(-2.98793,-2.187253),(-1.881415,-2.424483),(-0.2665135,-2.608933)
oh8_11-oh8_14|(-2.821424,-3.738503),(-1.689633,-3.284251),(-0.2665134,-2.570593)
oh8_12-oh8_15|(-0.7834048,2.525242),(0.3402312,3.004622),(1.632921,3.372424)
oh8_12-oh8_17|(-0.6396342,2.553996),(0.1197831,1.988644),(1.287871,1.378808)
oh8_13-oh8_19|(-0.1554549,-0.8264097),(1.188754,-0.5972013),(2.347087,-0.2316334)
oh8_13-oh8_21|(-0.07964081,-0.7901766),(0.923633,-1.561137),(2.004385,-2.200004)
oh8_14-oh8_21|(-0.4694191,-2.573708),(0.8096649,-2.391475),(2.053228,-2.15116)
oh8_14-oh8_22|(-0.4287162,-2.533005),(1.078304,-3.148549),(2.680053,-3.41409)
oh8_15-oh8_16|(1.507037,3.360062),(2.084799,3.190912),(2.892064,2.768452)
oh8_16-oh8_24|(2.76699,2.851846),(3.672975,2.290946),(4.490828,1.65673)
oh8_17-oh8_16|(1.095517,1.374804),(2.030173,2.131859),(2.848205,2.865449)
oh8_17-oh8_18|(1.136718,1.484672),(1.949168,0.9795184),(3.187929,0.5790977)
oh8_18-oh8_24|(2.942093,0.5808116),(3.760123,1.177757),(4.524648,1.748395)
oh8_19-oh8_18|(2.171185,-0.2873924),(3.090736,0.6676422)
oh8_19-oh8_20|(2.178068,-0.190555),(3.304964,-0.8695147),(4.591717,-1.068516)
oh8_20-oh8_27|(4.343466,-1.053458),(5.188841,-0.8589029),(6.008174,-0.7899449)
oh8_21-oh8_25|(1.781204,-2.154595),(2.810759,-2.332799),(3.943542,-2.668861)
oh8_22-oh8_25|(2.419359,-3.457375),(3.20243,-3.067281),(3.976104,-2.628159)
oh8_23-oh8_27|(5.737085,-2.801686),(6.004303,-1.884809),(5.95685,-0.7570126)
oh8_24-oh8_26|(4.341156,1.77263),(4.833094,1.237157),(5.508215,0.6809372)
oh8_25-oh8_20|(3.753585,-2.664802),(3.937992,-1.460453),(4.558021,-0.9945962)
oh8_25-oh8_23|(3.758794,-2.612369),(4.868989,-2.726437),(5.934238,-2.78162)
oh8_26-oh8_28|(5.311539,0.7777705),(6.401031,0.4430318),(7.230544,-0.06204927)
oh8_27-oh8_28|(5.789114,-0.8141478),(6.616409,-0.1939093),(7.25236,-0.03097403)
oh8_28-oh8_29|(7.008774,-0.04371971),(7.814512,0.3787814),(8.683476,1.175921)
oh8_30-oh8_17|(0.2759057,0.9026958),(0.8561281,1.223458),(1.312573,1.439266)
ol1_0-ol1_1|(-7.536125,0.2193854),(-6.335507,1.343394)
ol1_0-ol1_2|(-7.530004,0.2193854),(-5.390083,0.3090847)
ol1_0-ol1_3|(-7.460132,0.2332741),(-6.903126,-0.8263254),(-6.09181,-1.446315)
ol1_1-ol1_5|(-6.368756,1.344461),(-4.06928,2.585612)
ol1_2-ol1_6|(-5.520833,0.284557),(-3.176729,0.2761371)
ol1_3-ol1_4|(-6.179089,-1.388976),(-4.726642,-2.102563)
ol1_3-ol1_30|(-6.201778,-1.354941),(-5.943946,-3.229732)
ol1_4-ol1_7|(-4.96207,-2.044093),(-2.542681,-2.565047)
ol1_5-ol1_8|(-4.229136,2.574862),(-1.950309,3.208313)
ol1_5-ol1_10|(-4.078007,2.647821),(-3.009303,1.901807),(-1.796997,0.1929933)
ol1_6-ol1_10|(-3.383487,0.2697837),(-1.732077,0.207619)
ol1_6-ol1_7|(-3.390072,0.3356422),(-2.574257,-1.398776),(-2.568814,-2.597624)
ol1_7-ol1_11|(-2.592394,-2.539958),(-1.852478,-1.723845),(-0.7327877,-1.318052)
ol1_7-ol1_12|(-2.753993,-2.519758),(-1.235919,-3.224286),(-0.3446767,-3.74255)
ol1_8-ol1_9|(-2.116977,3.268735),(-1.59929,2.559115),(-0.9896209,1.495826)
ol1_8-ol1_13|(-2.158025,3.18664),(-0.8912153,3.390332),(0.3136461,3.384024)
ol1_9-ol1_13|(-1.152218,1.524987),(0.127581,2.630135),(0.2177581,3.396641)
ol1_9-ol1_15|(-1.086059,1.66298),(-0.4347373,0.6784601),(0.368558,-0.3875726)
ol1_10-ol1_9|(-1.929006,0.1598169),(-1.000545,1.623618)
ol1_10-ol1_15|(-1.864475,0.1985358),(0.4578689,-0.3639547)
ol1_11-ol1_15|(-0.9779632,-1.312279),(0.4425495,-0.3026767)
ol1_12-ol1_16|(-0.5970709,-3.69873),(1.078321,-3.149013)
ol1_13-ol1_14|(0.02839023,3.371174),(0.819276,3.697903),(1.878629,3.637784)
ol1_13-ol1_27|(0.1894509,3.420339),(1.893148,1.560112)
ol1_14-ol1_17|(1.641679,3.6884),(1.639782,3.267219),(1.943345,2.866028),(2.580102,2.496969),(3.602047,2.698837)
ol1_15-ol1_19|(0.2929178,-0.3388271),(2.571356,0.1511483)
ol1_15-ol1_28|(0.2929178,-0.2893888),(1.845299,-1.211663)
ol1_16-ol1_21|(0.7710775,-3.188691),(2.136662,-3.036688),(2.903213,-2.62393)
ol1_17-ol1_18|(3.395899,2.730057),(4.881842,1.867398)
ol1_18-ol1_23|(4.710911,1.979693),(5.740156,0.9930696)
ol1_19-ol1_20|(2.307411,0.145243),(4.211374,0.1390821)
ol1_20-ol1_23|(4.016462,0.1072929),(5.770795,1.039028)
ol1_20-ol1_24|(4.054761,0.168571),(5.770795,-0.7763364)
ol1_21-ol1_22|(2.638192,-2.72133),(4.431732,-1.623778)
ol1_21-ol1_29|(2.638192,-2.695394),(3.941703,-3.041062),(5.267434,-2.975131)
ol1_22-ol1_24|(4.179351,-1.714036),(5.810571,-0.7119678)
ol1_23-ol1_25|(5.589561,1.066093),(7.208038,-0.04684252)
ol1_24-ol1_25|(5.589561,-0.7823396),(7.208038,0.004782915)
ol1_25-ol1_26|(7.103181,-0.1052311),(7.835058,0.3838628),(8.629913,1.172375)
ol1_27-ol1_17|(1.812915,1.567971),(3.479565,2.672986)
ol1_27-ol1_19|(1.835458,1.627073),(2.497907,0.086694)
ol1_28-ol1_21|(1.781041,-1.156786),(2.176878,-2.072927),(2.937058,-2.715763)
ol1_29-ol1_24|(5.15676,-3.082573),(5.976779,-1.687422),(5.804681,-0.7630916)
ol1_30-ol1_7|(-5.969881,-3.206208),(-4.387136,-3.561219),(-2.596222,-2.54832)
ol2_0-ol2_1|(-7.575921,0.1998873),(-5.991836,1.029269)
ol2_0-ol2_2|(-7.556422,0.1998873),(-6.150509,-0.7340643)
ol2_1-ol2_3|(-6.150037,1.002527),(-5.416404,1.508738),(-4.581402,1.514149)
ol2_2-ol2_4|(-6.195311,-0.7518389),(-5.335739,-1.059234),(-4.490854,-1.779531)
ol2_2-ol2_5|(-6.195311,-0.7518389),(-6.334129,-1.531651),(-6.319017,-2.333054)
ol2_3-ol2_6|(-4.833288,1.488054),(-3.968929,2.08934),(-3.208808,3.291848)
ol2_3-ol2_7|(-4.911746,1.504866),(-3.896546,1.616128),(-2.4038,1.883789)
ol2_3-ol2_8|(-4.898472,1.564597),(-4.119199,1.069617),(-3.389792,0.5850366)
ol2_4-ol2_9|(-4.624319,-1.750172),(-3.671466,-1.413268),(-3.043816,-0.9107996)
ol2_4-ol2_10|(-4.624319,-1.699293),(-4.180254,-2.166274),(-3.644186,-2.5898)
ol2_5-ol2_10|(-6.36801,-2.235814),(-5.284854,-2.671234),(-3.604736,-2.542459)
ol2_6-ol2_11|(-3.271173,3.225088),(-1.845397,2.812595),(-0.5138494,2.701222)
ol2_7-ol2_11|(-2.71496,1.858571),(-1.739071,2.148057),(-0.5315704,2.754385)
ol2_8-ol2_12|(-3.610931,0.6505204),(-2.363231,0.3359802),(-0.9141201,-0.09460211)
ol2_9-ol2_12|(-3.27927,-1.019558),(-2.020194,-0.6029035),(-0.9205673,-0.08170742)
ol2_10-ol2_13|(-3.828621,-2.499263),(-2.604987,-3.092707),(-0.9471487,-2.73986)
ol2_11-ol2_14|(-0.8212089,2.692462),(0.2418759,2.792635),(1.245988,2.779181)
ol2_11-ol2_15|(-0.7446698,2.784309),(0.234222,1.430236),(1.330181,0.8733531)
ol2_12-ol2_15|(-1.221259,-0.1496956),(0.06587231,0.2783701),(1.294739,0.9796791)
ol2_12-ol2_16|(-1.097212,-0.06109047),(-0.09520116,-0.7026598),(0.7969296,-1.377216)
ol2_13-ol2_16|(-1.144721,-2.812235),(-0.1125077,-2.14067),(0.7711402,-1.293401)
ol2_13-ol2_17|(-1.138273,-2.773551),(0.06157054,-3.017508),(1.30627,-3.124446)
ol2_14-ol2_18|(0.9945817,2.793165),(1.90866,2.535888),(2.77638,1.943353)
